ResettledState,Year ,TotalResettledState,RefugeeOrigin,RefugeesResettledState,ResettledCity,RefugeesResettledCity,RefugeesResettledUS
Georgia,CY 2004,"2,157",Afghanistan,38,Atlanta,2,"56,355"
Georgia,CY 2003,"1,221",Afghanistan,69,Clarkston,2,"32,235"
Georgia,CY 2003,"1,221",Afghanistan,69,Stone Mountain,2,"32,235"
Georgia,CY 2004,"2,157",Afghanistan,38,Stone Mountain,2,"56,355"
Georgia,CY 2002,"1,036",Belarus,2,Atlanta,2,"30,289"
Georgia,CY 2002,"1,036",Bosnia and Herzegovina,166,Conyers,2,"30,289"
Georgia,CY 2003,"1,221",Bosnia and Herzegovina,13,Stone Mountain,2,"32,235"
Georgia,CY 2004,"2,157",Burma,21,Valdosta,2,"56,355"
Georgia,CY 2002,"1,036",Congo,2,Decatur,2,"30,289"
Georgia,CY 2004,"2,157",Congo,2,Decatur,2,"56,355"
Georgia,CY 2003,"1,221",Cuba,3,Stone Mountain,2,"32,235"
Georgia,CY 2004,"2,157",Eritrea,29,Decatur,2,"56,355"
Georgia,CY 2004,"2,157",Ethiopia,265,East Point,2,"56,355"
Georgia,CY 2004,"2,157",Gambia,3,College Park,2,"56,355"
Georgia,CY 2002,"1,036",Iran,73,Alpharetta,2,"30,289"
Georgia,CY 2002,"1,036",Iran,73,Grovetown,2,"30,289"
Georgia,CY 2002,"1,036",Iran,73,Suwanee,2,"30,289"
Georgia,CY 2002,"1,036",Iran,73,Woodstock,2,"30,289"
Georgia,CY 2002,"1,036",Iraq,40,Lilburn,2,"30,289"
Georgia,CY 2002,"1,036",Iraq,40,Stone Mountain,2,"30,289"
Georgia,CY 2002,"1,036",Kazakhstan,2,Duluth,2,"30,289"
Georgia,CY 2004,"2,157",Laos,28,Stone Mountain,2,"56,355"
Georgia,CY 2004,"2,157",Liberia,299,Avondale Estates,2,"56,355"
Georgia,CY 2002,"1,036",Macedonia,2,Decatur,2,"30,289"
Georgia,CY 2002,"1,036",Moldova,62,Marietta,2,"30,289"
Georgia,CY 2002,"1,036",Moldova,62,Monroe,2,"30,289"
Georgia,CY 2004,"2,157",Moldova,63,Porterdale,2,"56,355"
Georgia,CY 2003,"1,221",Nigeria,12,Decatur,2,"32,235"
Georgia,CY 2002,"1,036",Nigeria,3,Norcross,2,"30,289"
Georgia,CY 2003,"1,221",Nigeria,12,Stone Mountain,2,"32,235"
Georgia,CY 2003,"1,221",Russia,16,Lawrenceville,2,"32,235"
Georgia,CY 2004,"2,157",Russia,16,Marietta,2,"56,355"
Georgia,CY 2002,"1,036",Russia,7,Snellville,2,"30,289"
Georgia,CY 2003,"1,221",Serbia,15,Atlanta,2,"32,235"
Georgia,CY 2003,"1,221",Serbia,15,Doraville,2,"32,235"
Georgia,CY 2004,"2,157",Serbia,5,Lawrenceville,2,"56,355"
Georgia,CY 2003,"1,221",Sierra Leone,67,Alpharetta,2,"32,235"
Georgia,CY 2004,"2,157",Sierra Leone,60,Atlanta,2,"56,355"
Georgia,CY 2003,"1,221",Sierra Leone,67,Decatur,2,"32,235"
Georgia,CY 2003,"1,221",Sierra Leone,67,Lilburn,2,"32,235"
Georgia,CY 2003,"1,221",Sierra Leone,67,Norcross,2,"32,235"
Georgia,CY 2003,"1,221",Sierra Leone,67,Suwanee,2,"32,235"
Georgia,CY 2003,"1,221",Somalia,90,Atlanta,2,"32,235"
Georgia,CY 2004,"2,157",Somalia,957,Norcross,2,"56,355"
Georgia,CY 2004,"2,157",Somalia,957,Scottdale,2,"56,355"
Georgia,CY 2003,"1,221",Sudan,163,Comer,2,"32,235"
Georgia,CY 2003,"1,221",Ukraine,24,Douglasville,2,"32,235"
Georgia,CY 2002,"1,036",Ukraine,96,Hoschton,2,"30,289"
Georgia,CY 2002,"1,036",Uzbekistan,5,Alpharetta,2,"30,289"
Georgia,CY 2002,"1,036",Uzbekistan,5,Tucker,2,"30,289"
Georgia,CY 2003,"1,221",Vietnam,101,Atlanta,2,"32,235"
Georgia,CY 2004,"2,157",Vietnam,39,Conley,2,"56,355"
Georgia,CY 2003,"1,221",Vietnam,101,Doraville,2,"32,235"
Georgia,CY 2003,"1,221",Vietnam,101,Ellenwood,2,"32,235"
Georgia,CY 2004,"2,157",Vietnam,39,Lake City,2,"56,355"
Georgia,CY 2002,"1,036",Vietnam,211,Lilburn,2,"30,289"
Georgia,CY 2002,"1,036",Vietnam,211,Norcross,2,"30,289"
Georgia,CY 2004,"2,157",Vietnam,39,Norcross,2,"56,355"
Hawaii,CY 2003,15,Burma,2,Honolulu,2,"32,235"
Idaho,CY 2004,456,Azerbaijan,14,Boise,2,"56,355"
Idaho,CY 2004,456,Vietnam,2,Boise,2,"56,355"
Illinois,CY 2003,"1,006",Afghanistan,59,Aurora,2,"32,235"
Illinois,CY 2004,"1,395",Azerbaijan,8,Moline,2,"56,355"
Illinois,CY 2004,"1,395",Belarus,21,Deerfield,2,"56,355"
Illinois,CY 2002,"1,006",Belarus,30,Naperville,2,"30,289"
Illinois,CY 2003,"1,006",Belarus,22,Prairie View,2,"32,235"
Illinois,CY 2003,"1,006",Belarus,22,Rolling Meadows,2,"32,235"
Illinois,CY 2002,"1,006",Bosnia and Herzegovina,151,Aurora,2,"30,289"
Illinois,CY 2004,"1,395",Bosnia and Herzegovina,20,Carol Stream,2,"56,355"
Illinois,CY 2003,"1,006",Bosnia and Herzegovina,12,Loves Park,2,"32,235"
Illinois,CY 2004,"1,395",Burma,10,Wheaton,2,"56,355"
Illinois,CY 2004,"1,395",Colombia,10,Oakbrook Terrace,2,"56,355"
Illinois,CY 2003,"1,006",Croatia,20,Rockford,2,"32,235"
Illinois,CY 2003,"1,006",Cuba,8,Chicago,2,"32,235"
Illinois,CY 2003,"1,006",Dem. Rep. Congo,12,Aurora,2,"32,235"
Illinois,CY 2004,"1,395",Ethiopia,114,Western Springs,2,"56,355"
Illinois,CY 2004,"1,395",Ethiopia,114,Wheaton,2,"56,355"
Illinois,CY 2003,"1,006",Georgia,7,Northbrook,2,"32,235"
Illinois,CY 2004,"1,395",Iran,46,Chatham,2,"56,355"
Illinois,CY 2002,"1,006",Iran,60,Glenview,2,"30,289"
Illinois,CY 2003,"1,006",Iran,76,Hoffman,2,"32,235"
Illinois,CY 2003,"1,006",Iran,76,Loves Park,2,"32,235"
Illinois,CY 2004,"1,395",Iran,46,Naperville,2,"56,355"
Illinois,CY 2002,"1,006",Iraq,52,Woodridge,2,"30,289"
Illinois,CY 2002,"1,006",Latvia,4,Downers Grove,2,"30,289"
Illinois,CY 2004,"1,395",Latvia,2,Naperville,2,"56,355"
Illinois,CY 2002,"1,006",Latvia,4,Wheeling,2,"30,289"
Illinois,CY 2002,"1,006",Lebanon,3,Chicago,2,"30,289"
Illinois,CY 2002,"1,006",Liberia,25,Champaign,2,"30,289"
Illinois,CY 2003,"1,006",Liberia,146,North Chicago,2,"32,235"
Illinois,CY 2003,"1,006",Lithuania,2,Chicago,2,"32,235"
Illinois,CY 2003,"1,006",Moldova,2,Buffalo Grove,2,"32,235"
Illinois,CY 2002,"1,006",Moldova,2,Vernon Hills,2,"30,289"
Illinois,CY 2002,"1,006",Russia,71,Buffalo Grove,2,"30,289"
Illinois,CY 2002,"1,006",Russia,71,Darien,2,"30,289"
Illinois,CY 2002,"1,006",Russia,71,Glenview,2,"30,289"
Illinois,CY 2003,"1,006",Russia,39,Naperville,2,"32,235"
Illinois,CY 2002,"1,006",Russia,71,Niles,2,"30,289"
Illinois,CY 2003,"1,006",Russia,39,Skokie,2,"32,235"
Illinois,CY 2003,"1,006",Russia,39,Vernon Hills,2,"32,235"
Illinois,CY 2003,"1,006",Russia,39,Wheeling,2,"32,235"
Illinois,CY 2002,"1,006",Serbia,201,Mokena,2,"30,289"
Illinois,CY 2003,"1,006",Somalia,80,Carol Stream,2,"32,235"
Illinois,CY 2004,"1,395",Sudan,110,Elmhurst,2,"56,355"
Illinois,CY 2003,"1,006",Sudan,100,Wheaton,2,"32,235"
Illinois,CY 2002,"1,006",Thailand,2,Glenview,2,"30,289"
Illinois,CY 2003,"1,006",Togo,2,Chicago,2,"32,235"
Illinois,CY 2004,"1,395",Ukraine,68,Buffalo Grove,2,"56,355"
Illinois,CY 2002,"1,006",Ukraine,104,Des Plaines,2,"30,289"
Illinois,CY 2003,"1,006",Ukraine,84,Elmhurst,2,"32,235"
Illinois,CY 2003,"1,006",Ukraine,84,Glenview,2,"32,235"
Illinois,CY 2004,"1,395",Ukraine,68,Hanover Park,2,"56,355"
Illinois,CY 2004,"1,395",Ukraine,68,Libertyville,2,"56,355"
Illinois,CY 2004,"1,395",Ukraine,68,Lombard,2,"56,355"
Illinois,CY 2002,"1,006",Ukraine,104,Palatine,2,"30,289"
Illinois,CY 2003,"1,006",Ukraine,84,Urbana,2,"32,235"
Illinois,CY 2004,"1,395",Ukraine,68,Wheaton,2,"56,355"
Illinois,CY 2004,"1,395",Uzbekistan,3,Glenview,2,"56,355"
Illinois,CY 2002,"1,006",Uzbekistan,5,Moline,2,"30,289"
Illinois,CY 2002,"1,006",Uzbekistan,5,Vernon Hills,2,"30,289"
Illinois,CY 2002,"1,006",Vietnam,71,Carol Stream,2,"30,289"
Illinois,CY 2004,"1,395",Vietnam,2,Chicago,2,"56,355"
Illinois,CY 2002,"1,006",Vietnam,71,Glendale Heights,2,"30,289"
Illinois,CY 2003,"1,006",Vietnam,6,Wheaton,2,"32,235"
Indiana,CY 2004,497,Azerbaijan,2,Fort Wayne,2,"56,355"
Indiana,CY 2003,322,Croatia,11,Des Plaines,2,"32,235"
Indiana,CY 2004,497,Croatia,6,Indianapolis,2,"56,355"
Indiana,CY 2003,322,Russia,24,Fort Wayne,2,"32,235"
Indiana,CY 2002,203,Serbia,33,Crown Point,2,"30,289"
Indiana,CY 2002,203,Serbia,33,Hobart,2,"30,289"
Indiana,CY 2002,203,Serbia,33,Munster,2,"30,289"
Indiana,CY 2003,322,Somalia,8,Indianapolis,2,"32,235"
Indiana,CY 2003,322,Sudan,36,Bloomington,2,"32,235"
Indiana,CY 2004,497,Ukraine,14,Elkhart,2,"56,355"
Indiana,CY 2002,203,Ukraine,42,Indianapolis,2,"30,289"
Iowa,CY 2002,437,Bosnia and Herzegovina,181,Clive,2,"30,289"
Iowa,CY 2002,437,Bosnia and Herzegovina,181,Davenport,2,"30,289"
Iowa,CY 2002,437,Croatia,9,Davenport,2,"30,289"
Iowa,CY 2003,285,Croatia,2,Urbandale,2,"32,235"
Iowa,CY 2004,442,Ivory Coast,2,Sioux City,2,"56,355"
Iowa,CY 2004,442,Liberia,115,West Des Moines,2,"56,355"
Iowa,CY 2003,285,Russia,2,Iowa City,2,"32,235"
Iowa,CY 2003,285,Serbia,21,Ankeny,2,"32,235"
Iowa,CY 2003,285,Serbia,21,Coralville,2,"32,235"
Iowa,CY 2003,285,Sudan,128,Marshalltown,2,"32,235"
Iowa,CY 2004,442,Vietnam,6,Des Moines,2,"56,355"
Kansas,CY 2004,155,Bosnia and Herzegovina,3,Shawnee,2,"56,355"
Kansas,CY 2003,95,Burma,5,Kansas City,2,"32,235"
Kansas,CY 2004,155,Ethiopia,5,Shawnee,2,"56,355"
Kansas,CY 2002,55,Iran,3,Pittsburg,2,"30,289"
Kansas,CY 2003,95,Russia,2,Overland Park,2,"32,235"
Kansas,CY 2002,55,Russia,2,Wichita,2,"30,289"
Kansas,CY 2003,95,Ukraine,5,Olathe,2,"32,235"
Kansas,CY 2002,55,Vietnam,7,Liberal,2,"30,289"
Kentucky,CY 2002,384,Afghanistan,25,Lexington,2,"30,289"
Kentucky,CY 2003,321,Belarus,2,Lexington,2,"32,235"
Kentucky,CY 2002,384,Iraq,12,Lexington,2,"30,289"
Kentucky,CY 2004,715,Russia,13,Lexington,2,"56,355"
Kentucky,CY 2002,384,Togo,2,Louisville,2,"30,289"
Kentucky,CY 2002,384,Vietnam,7,Louisville,2,"30,289"
Louisiana,CY 2004,307,Cuba,61,Kenner,2,"56,355"
Louisiana,CY 2003,112,Cuba,14,Lafayette,2,"32,235"
Louisiana,CY 2003,112,Cuba,14,Zachary,2,"32,235"
Louisiana,CY 2002,106,Dem. Rep. Congo,2,Shreveport,2,"30,289"
Louisiana,CY 2004,307,Ethiopia,2,Baton Rouge,2,"56,355"
Louisiana,CY 2003,112,Iran,6,New Orleans,2,"32,235"
Louisiana,CY 2004,307,Russia,2,Jefferson,2,"56,355"
Louisiana,CY 2004,307,Rwanda,2,Lafayette,2,"56,355"
Louisiana,CY 2002,106,Sudan,3,Lafayette,2,"30,289"
Maine,CY 2004,182,Bosnia and Herzegovina,2,Portland,2,"56,355"
Maine,CY 2004,182,Russia,6,Portland,2,"56,355"
Maine,CY 2004,182,Somalia,56,Auburn,2,"56,355"
Maryland,CY 2004,919,Afghanistan,16,Brandywine,2,"56,355"
Maryland,CY 2002,415,Afghanistan,20,Eldersburg,2,"30,289"
Maryland,CY 2003,938,Azerbaijan,16,Chevy Chase,2,"32,235"
Maryland,CY 2003,938,Belarus,19,Reisterstown,2,"32,235"
Maryland,CY 2004,919,Burma,19,Frederick,2,"56,355"
Maryland,CY 2004,919,Burma,19,Rockville,2,"56,355"
Maryland,CY 2004,919,Colombia,4,Aspen Hill,2,"56,355"
Maryland,CY 2002,415,Congo,2,Baltimore,2,"30,289"
Maryland,CY 2003,938,Ethiopia,60,Baltimore,2,"32,235"
Maryland,CY 2002,415,Ethiopia,6,Hyattsville,2,"30,289"
Maryland,CY 2003,938,Ethiopia,60,Montgomery Village,2,"32,235"
Maryland,CY 2002,415,Ethiopia,6,Wheaton,2,"30,289"
Maryland,CY 2004,919,Indonesia,2,Baltimore,2,"56,355"
Maryland,CY 2004,919,Iran,53,Elkridge,2,"56,355"
Maryland,CY 2002,415,Iran,67,Germantown,2,"30,289"
Maryland,CY 2004,919,Iran,53,Kensington,2,"56,355"
Maryland,CY 2002,415,Iran,67,Mitchellville,2,"30,289"
Maryland,CY 2003,938,Iran,115,Parkville,2,"32,235"
Maryland,CY 2002,415,Iraq,2,Baltimore,2,"30,289"
Maryland,CY 2002,415,Kyrgyzstan,2,Silver Spring,2,"30,289"
Maryland,CY 2004,919,Liberia,147,Cheverly,2,"56,355"
Maryland,CY 2004,919,Liberia,147,Columbia,2,"56,355"
Maryland,CY 2002,415,Liberia,23,Hyattsville,2,"30,289"
Maryland,CY 2003,938,Liberia,193,Middletown,2,"32,235"
Maryland,CY 2002,415,Liberia,23,Rockville,2,"30,289"
Maryland,CY 2003,938,Liberia,193,Wheaton,2,"32,235"
Maryland,CY 2003,938,Moldova,2,Baltimore,2,"32,235"
Maryland,CY 2002,415,Nigeria,2,Baltimore,2,"30,289"
Maryland,CY 2002,415,Russia,31,Bethesda,2,"30,289"
Maryland,CY 2004,919,Russia,22,Bethesda,2,"56,355"
Maryland,CY 2002,415,Russia,31,Chevy Chase,2,"30,289"
Maryland,CY 2004,919,Russia,22,Elkridge,2,"56,355"
Maryland,CY 2004,919,Russia,22,Gaithersburg,2,"56,355"
Maryland,CY 2004,919,Russia,22,Silver Spring,2,"56,355"
Maryland,CY 2003,938,Sierra Leone,336,Bowie,2,"32,235"
Maryland,CY 2004,919,Sierra Leone,155,Gaithersburg,2,"56,355"
Maryland,CY 2002,415,Sierra Leone,24,Germantown,2,"30,289"
Maryland,CY 2002,415,Sierra Leone,24,Hyattsville,2,"30,289"
Maryland,CY 2002,415,Sierra Leone,24,Mount Airy,2,"30,289"
Maryland,CY 2004,919,Sierra Leone,155,New Carrollton,2,"56,355"
Maryland,CY 2004,919,Sierra Leone,155,New Windsor,2,"56,355"
Maryland,CY 2004,919,Sierra Leone,155,Rockville,2,"56,355"
Maryland,CY 2003,938,Somalia,11,Riverdale,2,"32,235"
Maryland,CY 2003,938,Ukraine,20,Lutherville-Timonium,2,"32,235"
Maryland,CY 2002,415,Ukraine,38,Millers,2,"30,289"
Maryland,CY 2002,415,Uzbekistan,2,Baltimore,2,"30,289"
Maryland,CY 2002,415,Vietnam,24,Germantown,2,"30,289"
Maryland,CY 2004,919,Vietnam,14,Woodstock,2,"56,355"
Massachusetts,CY 2002,783,Azerbaijan,2,Springfield,2,"30,289"
Massachusetts,CY 2004,"1,491",Belarus,27,West Springfield,2,"56,355"
Massachusetts,CY 2002,783,Belarus,19,Westfield,2,"30,289"
Massachusetts,CY 2003,959,Belarus,43,Worcester,2,"32,235"
Massachusetts,CY 2002,783,Bosnia and Herzegovina,11,West Springfield,2,"30,289"
Massachusetts,CY 2004,"1,491",Cuba,2,Boston,2,"56,355"
Massachusetts,CY 2003,959,Dem. Rep. Congo,2,Brookline,2,"32,235"
Massachusetts,CY 2004,"1,491",Eritrea,10,Dorchester,2,"56,355"
Massachusetts,CY 2004,"1,491",Eritrea,10,Malden,2,"56,355"
Massachusetts,CY 2002,783,Estonia,2,Springfield,2,"30,289"
Massachusetts,CY 2002,783,Ghana,2,Lynn,2,"30,289"
Massachusetts,CY 2003,959,Iran,8,Medford,2,"32,235"
Massachusetts,CY 2002,783,Iran,5,Westfield,2,"30,289"
Massachusetts,CY 2002,783,Kazakhstan,3,Holyoke,2,"30,289"
Massachusetts,CY 2003,959,Kyrgyzstan,2,West Springfield,2,"32,235"
Massachusetts,CY 2003,959,Liberia,165,Chelsea,2,"32,235"
Massachusetts,CY 2004,"1,491",Liberia,191,Dorchester,2,"56,355"
Massachusetts,CY 2003,959,Liberia,165,Fall River,2,"32,235"
Massachusetts,CY 2004,"1,491",Liberia,191,Newton Center,2,"56,355"
Massachusetts,CY 2002,783,Moldova,125,Granville,2,"30,289"
Massachusetts,CY 2002,783,Russia,142,Acton,2,"30,289"
Massachusetts,CY 2004,"1,491",Russia,97,Ashland,2,"56,355"
Massachusetts,CY 2002,783,Russia,142,Belmont,2,"30,289"
Massachusetts,CY 2002,783,Russia,142,Boston,2,"30,289"
Massachusetts,CY 2003,959,Russia,130,Boston,2,"32,235"
Massachusetts,CY 2003,959,Russia,130,Brighton,2,"32,235"
Massachusetts,CY 2003,959,Russia,130,Brookline,2,"32,235"
Massachusetts,CY 2003,959,Russia,130,Cambridge,2,"32,235"
Massachusetts,CY 2002,783,Russia,142,Danvers,2,"30,289"
Massachusetts,CY 2004,"1,491",Russia,97,Devens,2,"56,355"
Massachusetts,CY 2004,"1,491",Russia,97,Framingham,2,"56,355"
Massachusetts,CY 2004,"1,491",Russia,97,Malden,2,"56,355"
Massachusetts,CY 2003,959,Russia,130,Marblehead,2,"32,235"
Massachusetts,CY 2002,783,Russia,142,Norwood,2,"30,289"
Massachusetts,CY 2003,959,Russia,130,Quincy,2,"32,235"
Massachusetts,CY 2003,959,Russia,130,Roxbury,2,"32,235"
Massachusetts,CY 2004,"1,491",Russia,97,Salem,2,"56,355"
Massachusetts,CY 2003,959,Russia,130,Sharon,2,"32,235"
Massachusetts,CY 2002,783,Russia,142,Stoughton,2,"30,289"
Massachusetts,CY 2004,"1,491",Russia,97,Stoughton,2,"56,355"
Massachusetts,CY 2002,783,Russia,142,Swampscott,2,"30,289"
Massachusetts,CY 2003,959,Russia,130,Waltham,2,"32,235"
Massachusetts,CY 2003,959,Russia,130,Watertown,2,"32,235"
Massachusetts,CY 2002,783,Sierra Leone,2,Roxbury,2,"30,289"
Massachusetts,CY 2004,"1,491",Somalia,576,Bedford,2,"56,355"
Massachusetts,CY 2003,959,Somalia,81,Charlestown,2,"32,235"
Massachusetts,CY 2002,783,Somalia,8,Jamaica Plain,2,"30,289"
Massachusetts,CY 2003,959,Somalia,81,Salem,2,"32,235"
Massachusetts,CY 2003,959,Sudan,32,Charlestown,2,"32,235"
Massachusetts,CY 2004,"1,491",Sudan,12,Chelsea,2,"56,355"
Massachusetts,CY 2004,"1,491",Ukraine,115,Agawam,2,"56,355"
Massachusetts,CY 2003,959,Ukraine,166,Belmont,2,"32,235"
Massachusetts,CY 2004,"1,491",Ukraine,115,Needham,2,"56,355"
Massachusetts,CY 2002,783,Ukraine,163,Newton,2,"30,289"
Massachusetts,CY 2003,959,Ukraine,166,Newton,2,"32,235"
Massachusetts,CY 2004,"1,491",Ukraine,115,Newton,2,"56,355"
Massachusetts,CY 2004,"1,491",Ukraine,115,North Reading,2,"56,355"
Massachusetts,CY 2002,783,Ukraine,163,Peabody,2,"30,289"
Massachusetts,CY 2004,"1,491",Ukraine,115,Worcester,2,"56,355"
Massachusetts,CY 2002,783,Uzbekistan,11,Chicopee,2,"30,289"
Massachusetts,CY 2002,783,Uzbekistan,11,Malden,2,"30,289"
Massachusetts,CY 2002,783,Uzbekistan,11,Roslindale,2,"30,289"
Massachusetts,CY 2003,959,Uzbekistan,3,Watertown,2,"32,235"
Massachusetts,CY 2003,959,Vietnam,36,Lynn,2,"32,235"
Massachusetts,CY 2003,959,Vietnam,36,Roxbury,2,"32,235"
Massachusetts,CY 2002,783,Vietnam,105,Somerville,2,"30,289"
Massachusetts,CY 2002,783,Vietnam,105,Springfield,2,"30,289"
Michigan,CY 2004,"1,047",Afghanistan,41,East Lansing,2,"56,355"
Michigan,CY 2004,"1,047",Afghanistan,41,Grandville,2,"56,355"
Michigan,CY 2004,"1,047",Afghanistan,41,Okemos,2,"56,355"
Michigan,CY 2002,537,Belarus,4,New Hudson,2,"30,289"
Michigan,CY 2004,"1,047",Belarus,10,Oak Park,2,"56,355"
Michigan,CY 2002,537,Belarus,4,West Bloomfield,2,"30,289"
Michigan,CY 2002,537,Bosnia and Herzegovina,96,Clinton,2,"30,289"
Michigan,CY 2003,538,Bosnia and Herzegovina,8,Wyoming,2,"32,235"
Michigan,CY 2003,538,Croatia,2,Grand Rapids,2,"32,235"
Michigan,CY 2004,"1,047",Dem. Rep. Congo,4,Berrien Springs,2,"56,355"
Michigan,CY 2004,"1,047",Dem. Rep. Congo,4,Grand Rapids,2,"56,355"
Michigan,CY 2004,"1,047",Iran,8,Caledonia,2,"56,355"
Michigan,CY 2004,"1,047",Iran,8,Farmington Hills,2,"56,355"
Michigan,CY 2002,537,Iran,12,Grand Rapids,2,"30,289"
Michigan,CY 2003,538,Iran,28,Grand Rapids,2,"32,235"
Michigan,CY 2004,"1,047",Iran,8,Lansing,2,"56,355"
Michigan,CY 2003,538,Iran,28,Ypsilanti,2,"32,235"
Michigan,CY 2003,538,Iraq,26,Sterling Heights,2,"32,235"
Michigan,CY 2002,537,Lebanon,2,Dearborn,2,"30,289"
Michigan,CY 2004,"1,047",Liberia,186,Hamtramck,2,"56,355"
Michigan,CY 2003,538,Moldova,6,Berrien Springs,2,"32,235"
Michigan,CY 2002,537,Russia,18,Ann Arbor,2,"30,289"
Michigan,CY 2003,538,Russia,13,Ann Arbor,2,"32,235"
Michigan,CY 2004,"1,047",Russia,2,Grand Blanc,2,"56,355"
Michigan,CY 2003,538,Russia,13,Oak Park,2,"32,235"
Michigan,CY 2002,537,Russia,18,Ypsilanti,2,"30,289"
Michigan,CY 2003,538,Serbia,21,Clinton,2,"32,235"
Michigan,CY 2002,537,Serbia,63,Grand Rapids,2,"30,289"
Michigan,CY 2003,538,Serbia,21,Troy,2,"32,235"
Michigan,CY 2004,"1,047",Sierra Leone,20,Southfield,2,"56,355"
Michigan,CY 2002,537,Somalia,6,Ann Arbor,2,"30,289"
Michigan,CY 2002,537,Somalia,6,Lansing,2,"30,289"
Michigan,CY 2002,537,Sudan,29,Grandville,2,"30,289"
Michigan,CY 2004,"1,047",Sudan,57,Southfield,2,"56,355"
Michigan,CY 2004,"1,047",Sudan,57,Wayland,2,"56,355"
Michigan,CY 2003,538,Ukraine,55,Ann Arbor,2,"32,235"
Michigan,CY 2004,"1,047",Ukraine,16,Commerce,2,"56,355"
Michigan,CY 2002,537,Ukraine,33,Oak Park,2,"30,289"
Michigan,CY 2002,537,Ukraine,33,Southfield,2,"30,289"
Michigan,CY 2003,538,Vietnam,35,Dearborn,2,"32,235"
Minnesota,CY 2002,854,Afghanistan,2,Richfield,2,"30,289"
Minnesota,CY 2003,"2,251",Belarus,54,Anoka,2,"32,235"
Minnesota,CY 2004,"7,155",Belarus,76,Anoka,2,"56,355"
Minnesota,CY 2003,"2,251",Belarus,54,Champlin,2,"32,235"
Minnesota,CY 2003,"2,251",Belarus,54,Plymouth,2,"32,235"
Minnesota,CY 2002,854,Cuba,2,Bloomington,2,"30,289"
Minnesota,CY 2004,"7,155",Eritrea,4,Saint Paul,2,"56,355"
Minnesota,CY 2004,"7,155",Eritrea,4,Woodbury,2,"56,355"
Minnesota,CY 2003,"2,251",Ethiopia,777,Apple Valley,2,"32,235"
Minnesota,CY 2004,"7,155",Ethiopia,671,New Brighton,2,"56,355"
Minnesota,CY 2004,"7,155",Ethiopia,671,Saint Cloud,2,"56,355"
Minnesota,CY 2004,"7,155",Iran,6,Bloomington,2,"56,355"
Minnesota,CY 2004,"7,155",Iran,6,Hopkins,2,"56,355"
Minnesota,CY 2003,"2,251",Iran,12,Moorhead,2,"32,235"
Minnesota,CY 2003,"2,251",Iraq,3,Minneapolis,2,"32,235"
Minnesota,CY 2004,"7,155",Kazakhstan,15,Coon Rapids,2,"56,355"
Minnesota,CY 2004,"7,155",Laos,"3,273",Anoka,2,"56,355"
Minnesota,CY 2004,"7,155",Laos,"3,273",Robbinsdale,2,"56,355"
Minnesota,CY 2002,854,Liberia,166,Crystal,2,"30,289"
Minnesota,CY 2004,"7,155",Liberia,387,New Hope,2,"56,355"
Minnesota,CY 2003,"2,251",Moldova,68,Blaine,2,"32,235"
Minnesota,CY 2002,854,Moldova,68,Burnsville,2,"30,289"
Minnesota,CY 2002,854,Moldova,68,Eden Prairie,2,"30,289"
Minnesota,CY 2004,"7,155",Moldova,113,New Brighton,2,"56,355"
Minnesota,CY 2002,854,Moldova,68,Plymouth,2,"30,289"
Minnesota,CY 2003,"2,251",Moldova,68,Shakopee,2,"32,235"
Minnesota,CY 2004,"7,155",Nigeria,3,Saint Paul,2,"56,355"
Minnesota,CY 2002,854,Russia,111,Apple Valley,2,"30,289"
Minnesota,CY 2003,"2,251",Russia,47,Bloomington,2,"32,235"
Minnesota,CY 2002,854,Russia,111,Champlin,2,"30,289"
Minnesota,CY 2002,854,Russia,111,Chaska,2,"30,289"
Minnesota,CY 2003,"2,251",Russia,47,Columbia Heights,2,"32,235"
Minnesota,CY 2002,854,Russia,111,Eden Prairie,2,"30,289"
Minnesota,CY 2003,"2,251",Russia,47,Maple Grove,2,"32,235"
Minnesota,CY 2003,"2,251",Russia,47,Maplewood,2,"32,235"
Minnesota,CY 2002,854,Russia,111,Plymouth,2,"30,289"
Minnesota,CY 2004,"7,155",Russia,57,Plymouth,2,"56,355"
Minnesota,CY 2004,"7,155",Russia,57,Ramsey,2,"56,355"
Minnesota,CY 2004,"7,155",Russia,57,Saint Paul,2,"56,355"
Minnesota,CY 2004,"7,155",Russia,57,Savage,2,"56,355"
Minnesota,CY 2004,"7,155",Sierra Leone,34,Burnsville,2,"56,355"
Minnesota,CY 2003,"2,251",Sierra Leone,67,Mankato,2,"32,235"
Minnesota,CY 2003,"2,251",Sierra Leone,67,Plymouth,2,"32,235"
Minnesota,CY 2004,"7,155",Sierra Leone,34,Rogers,2,"56,355"
Minnesota,CY 2002,854,Sierra Leone,8,Saint Louis Park,2,"30,289"
Minnesota,CY 2002,854,Somalia,104,Eden Prairie,2,"30,289"
Minnesota,CY 2003,"2,251",Somalia,644,Mankato,2,"32,235"
Minnesota,CY 2004,"7,155",Somalia,"2,180",Moorhead,2,"56,355"
Minnesota,CY 2004,"7,155",Somalia,"2,180",North Mankato,2,"56,355"
Minnesota,CY 2003,"2,251",Somalia,644,Roseville,2,"32,235"
Minnesota,CY 2002,854,Somalia,104,Saint Louis Park,2,"30,289"
Minnesota,CY 2003,"2,251",Somalia,644,Saint Peter,2,"32,235"
