ResettledState,Year ,TotalResettledState,RefugeeOrigin,RefugeesResettledState,ResettledCity,RefugeesResettledCity,RefugeesResettledUS
Ohio,CY 2011,"1,619",Somalia,123,Blacklick,1,"51,458"
Ohio,CY 2015,"2,898",Somalia,443,Cincinnati,1,"66,517"
Ohio,CY 2015,"2,898",Somalia,443,Gahanna,1,"66,517"
Ohio,CY 2014,"2,925",Somalia,569,Lakewood,1,"72,820"
Ohio,CY 2015,"2,898",Somalia,443,North Olmsted,1,"66,517"
Ohio,CY 2010,"1,815",Sri Lanka (Ceylon),1,Columbus,1,"71,362"
Ohio,CY 2015,"2,898",Sri Lanka (Ceylon),1,Columbus,1,"66,517"
Ohio,CY 2016,"4,857",Sudan,53,Euclid,1,"96,874"
Ohio,CY 2016,"4,857",Sudan,53,Lakewood,1,"96,874"
Ohio,CY 2015,"2,898",Tunisia,1,Dayton,1,"66,517"
Ohio,CY 2014,"2,925",Uganda,1,Columbus,1,"72,820"
Ohio,CY 2011,"1,619",Ukraine,20,Parma Heights,1,"51,458"
Ohio,CY 2011,"1,619",Ukraine,20,Strongsville,1,"51,458"
Ohio,CY 2015,"2,898",Uzbekistan,5,Cuyahoga Falls,1,"66,517"
Ohio,CY 2010,"1,815",Vietnam,11,Canfield,1,"71,362"
Oklahoma,CY 2016,468,Belarus,1,Broken Arrow,1,"96,874"
Oklahoma,CY 2013,288,Burma,247,Edmond,1,"66,066"
Oklahoma,CY 2012,300,Burma,251,Enid,1,"66,292"
Oklahoma,CY 2011,240,Burma,227,Norman,1,"51,458"
Oklahoma,CY 2011,240,Cuba,1,Guymon,1,"51,458"
Oklahoma,CY 2012,300,Cuba,1,Guymon,1,"66,292"
Oklahoma,CY 2010,219,Dem. Rep. Congo,1,Oklahoma City,1,"71,362"
Oklahoma,CY 2011,240,Eritrea,3,Broken Arrow,1,"51,458"
Oklahoma,CY 2010,219,Eritrea,1,Oklahoma City,1,"71,362"
Oklahoma,CY 2013,288,Eritrea,1,Oklahoma City,1,"66,066"
Oklahoma,CY 2013,288,Ethiopia,1,Guymon,1,"66,066"
Oklahoma,CY 2014,424,Iran,7,Broken Arrow,1,"72,820"
Oklahoma,CY 2012,300,Iran,4,Edmond,1,"66,292"
Oklahoma,CY 2015,548,Iran,1,Norman,1,"66,517"
Oklahoma,CY 2012,300,Iran,4,Oklahoma City,1,"66,292"
Oklahoma,CY 2011,240,Iraq,6,Del City,1,"51,458"
Oklahoma,CY 2011,240,Iraq,6,Lawton,1,"51,458"
Oklahoma,CY 2012,300,Iraq,31,Stillwater,1,"66,292"
Oklahoma,CY 2010,219,Liberia,1,Oklahoma City,1,"71,362"
Oklahoma,CY 2016,468,Sudan,14,Edmond,1,"96,874"
Oregon,CY 2012,740,Belarus,1,Portland,1,"66,292"
Oregon,CY 2010,"1,162",Belarus,4,Salem,1,"71,362"
Oregon,CY 2014,"1,109",Bhutan,92,Aloha,1,"72,820"
Oregon,CY 2011,697,Burma,185,Salem,1,"51,458"
Oregon,CY 2014,"1,109",Central African Republic,1,Portland,1,"72,820"
Oregon,CY 2011,697,China,1,Portland,1,"51,458"
Oregon,CY 2013,878,China,1,Portland,1,"66,066"
Oregon,CY 2015,949,Croatia,1,Portland,1,"66,517"
Oregon,CY 2016,"1,566",Cuba,1,Portland,1,"96,874"
Oregon,CY 2012,740,Estonia,1,Boardman,1,"66,292"
Oregon,CY 2010,"1,162",Ethiopia,2,Portland,1,"71,362"
Oregon,CY 2010,"1,162",Ethiopia,2,Troutdale,1,"71,362"
Oregon,CY 2010,"1,162",Iran,14,Beaverton,1,"71,362"
Oregon,CY 2016,"1,566",Iran,48,Eugene,1,"96,874"
Oregon,CY 2010,"1,162",Iran,14,Gresham,1,"71,362"
Oregon,CY 2015,949,Iran,28,Happy Valley,1,"66,517"
Oregon,CY 2016,"1,566",Iran,48,Salem,1,"96,874"
Oregon,CY 2016,"1,566",Iran,48,Tualatin,1,"96,874"
Oregon,CY 2015,949,Iraq,143,Aloha,1,"66,517"
Oregon,CY 2011,697,Iraq,48,Happy Valley,1,"51,458"
Oregon,CY 2014,"1,109",Iraq,298,Hermiston,1,"72,820"
Oregon,CY 2015,949,Iraq,143,Salem,1,"66,517"
Oregon,CY 2012,740,Iraq,155,Tigard,1,"66,292"
Oregon,CY 2015,949,Iraq,143,Tigard,1,"66,517"
Oregon,CY 2016,"1,566",Jordan,1,Portland,1,"96,874"
Oregon,CY 2011,697,Kazakhstan,1,Portland,1,"51,458"
Oregon,CY 2014,"1,109",Kazakhstan,1,Portland,1,"72,820"
Oregon,CY 2016,"1,566","Korea, North",1,Portland,1,"96,874"
Oregon,CY 2013,878,Moldova,6,Gresham,1,"66,066"
Oregon,CY 2010,"1,162",Russia,22,Clackamas,1,"71,362"
Oregon,CY 2014,"1,109",Russia,8,Portland,1,"72,820"
Oregon,CY 2012,740,Somalia,122,Beaverton,1,"66,292"
Oregon,CY 2015,949,Somalia,137,Beaverton,1,"66,517"
Oregon,CY 2016,"1,566",Somalia,246,Silverton,1,"96,874"
Oregon,CY 2012,740,Somalia,122,Stayton,1,"66,292"
Oregon,CY 2016,"1,566",Somalia,246,Tigard,1,"96,874"
Oregon,CY 2012,740,Somalia,122,Woodburn,1,"66,292"
Oregon,CY 2016,"1,566",Sri Lanka (Ceylon),1,Portland,1,"96,874"
Oregon,CY 2010,"1,162",Syria,1,Portland,1,"71,362"
Oregon,CY 2014,"1,109",Syria,1,Portland,1,"72,820"
Oregon,CY 2010,"1,162",Thailand,1,Portland,1,"71,362"
Oregon,CY 2014,"1,109",Ukraine,36,Milwaukie,1,"72,820"
Oregon,CY 2010,"1,162",Ukraine,41,Salem,1,"71,362"
Oregon,CY 2014,"1,109",Uzbekistan,8,Portland,1,"72,820"
Pennsylvania,CY 2010,"2,520",Afghanistan,6,Philadelphia,1,"71,362"
Pennsylvania,CY 2013,"2,507",Afghanistan,16,Roslyn,1,"66,066"
Pennsylvania,CY 2014,"2,847",Afghanistan,4,Roslyn,1,"72,820"
Pennsylvania,CY 2016,"3,617",Afghanistan,21,Scranton,1,"96,874"
Pennsylvania,CY 2012,"2,795",Belarus,5,Lancaster,1,"66,292"
Pennsylvania,CY 2011,"2,922",Belarus,5,West Chester,1,"51,458"
Pennsylvania,CY 2011,"2,922",Bhutan,"2,275",Leetsdale,1,"51,458"
Pennsylvania,CY 2010,"2,520",Bhutan,"1,304",Roslyn,1,"71,362"
Pennsylvania,CY 2013,"2,507",Bhutan,983,Roslyn,1,"66,066"
Pennsylvania,CY 2013,"2,507",Bhutan,983,Sewickley,1,"66,066"
Pennsylvania,CY 2010,"2,520",Burma,445,Camp Hill,1,"71,362"
Pennsylvania,CY 2014,"2,847",Burma,443,Clifton Heights,1,"72,820"
Pennsylvania,CY 2014,"2,847",Burma,443,Collingdale,1,"72,820"
Pennsylvania,CY 2011,"2,922",Burma,310,Doylestown,1,"51,458"
Pennsylvania,CY 2013,"2,507",Burma,469,Eagleville,1,"66,066"
Pennsylvania,CY 2011,"2,922",Burma,310,Emmaus,1,"51,458"
Pennsylvania,CY 2010,"2,520",Burma,445,Folcroft,1,"71,362"
Pennsylvania,CY 2011,"2,922",Burma,310,Gettysburg,1,"51,458"
Pennsylvania,CY 2011,"2,922",Burma,310,Glenolden,1,"51,458"
Pennsylvania,CY 2014,"2,847",Burma,443,Lititz,1,"72,820"
Pennsylvania,CY 2015,"2,668",Burma,343,Middletown,1,"66,517"
Pennsylvania,CY 2014,"2,847",Burma,443,Millersville,1,"72,820"
Pennsylvania,CY 2013,"2,507",Burma,469,New Kensington,1,"66,066"
Pennsylvania,CY 2010,"2,520",Burma,445,Palmyra,1,"71,362"
Pennsylvania,CY 2011,"2,922",Burma,310,Roslyn,1,"51,458"
Pennsylvania,CY 2013,"2,507",Burma,469,Willow Grove,1,"66,066"
Pennsylvania,CY 2012,"2,795",Burundi,2,Erie,1,"66,292"
Pennsylvania,CY 2010,"2,520",Burundi,14,Philadelphia,1,"71,362"
Pennsylvania,CY 2012,"2,795",Burundi,2,Pittsburgh,1,"66,292"
Pennsylvania,CY 2010,"2,520",Burundi,14,Roslyn,1,"71,362"
Pennsylvania,CY 2016,"3,617",Central African Republic,13,Lancaster,1,"96,874"
Pennsylvania,CY 2010,"2,520",Congo,1,Allentown,1,"71,362"
Pennsylvania,CY 2013,"2,507",Congo,8,Lancaster,1,"66,066"
Pennsylvania,CY 2013,"2,507",Congo,8,Mechanicsburg,1,"66,066"
Pennsylvania,CY 2015,"2,668",Congo,1,Roslyn,1,"66,517"
Pennsylvania,CY 2016,"3,617",Congo,1,Scranton,1,"96,874"
Pennsylvania,CY 2015,"2,668",Cuba,15,Allentown,1,"66,517"
Pennsylvania,CY 2013,"2,507",Cuba,63,Mount Lebanon,1,"66,066"
Pennsylvania,CY 2011,"2,922",Dem. Rep. Congo,11,Allentown,1,"51,458"
Pennsylvania,CY 2016,"3,617",Dem. Rep. Congo,819,Norristown,1,"96,874"
Pennsylvania,CY 2013,"2,507",Eritrea,47,Harrisburg,1,"66,066"
Pennsylvania,CY 2014,"2,847",Eritrea,44,Lancaster,1,"72,820"
Pennsylvania,CY 2013,"2,507",Eritrea,47,New Cumberland,1,"66,066"
Pennsylvania,CY 2011,"2,922",Eritrea,46,Roslyn,1,"51,458"
Pennsylvania,CY 2015,"2,668",Eritrea,44,Scranton,1,"66,517"
Pennsylvania,CY 2012,"2,795",Eritrea,49,West Chester,1,"66,292"
Pennsylvania,CY 2010,"2,520",Ethiopia,12,Erie,1,"71,362"
Pennsylvania,CY 2013,"2,507",Ethiopia,26,King Of Prussia,1,"66,066"
Pennsylvania,CY 2010,"2,520",Gambia,1,Lancaster,1,"71,362"
Pennsylvania,CY 2011,"2,922",Ghana,1,Upper Darby,1,"51,458"
Pennsylvania,CY 2013,"2,507",Guinea,1,Philadelphia,1,"66,066"
Pennsylvania,CY 2013,"2,507",India,1,Philadelphia,1,"66,066"
Pennsylvania,CY 2014,"2,847",India,1,Scranton,1,"72,820"
Pennsylvania,CY 2010,"2,520",Iran,11,Allentown,1,"71,362"
Pennsylvania,CY 2016,"3,617",Iran,9,Allentown,1,"96,874"
Pennsylvania,CY 2013,"2,507",Iran,7,Burgettstown,1,"66,066"
Pennsylvania,CY 2015,"2,668",Iran,20,Erie,1,"66,517"
Pennsylvania,CY 2014,"2,847",Iran,5,Philadelphia,1,"72,820"
Pennsylvania,CY 2013,"2,507",Iran,7,Pittsburgh,1,"66,066"
Pennsylvania,CY 2015,"2,668",Iran,20,Pittsburgh,1,"66,517"
Pennsylvania,CY 2015,"2,668",Iran,20,Taylor,1,"66,517"
Pennsylvania,CY 2010,"2,520",Iraq,392,Belle Vernon,1,"71,362"
Pennsylvania,CY 2016,"3,617",Iraq,157,Bellevue,1,"96,874"
Pennsylvania,CY 2016,"3,617",Iraq,157,Carlisle,1,"96,874"
Pennsylvania,CY 2016,"3,617",Iraq,157,Chester,1,"96,874"
Pennsylvania,CY 2013,"2,507",Iraq,458,Conshohocken,1,"66,066"
Pennsylvania,CY 2015,"2,668",Iraq,202,Conshohocken,1,"66,517"
Pennsylvania,CY 2015,"2,668",Iraq,202,East York,1,"66,517"
Pennsylvania,CY 2016,"3,617",Iraq,157,Easton,1,"96,874"
Pennsylvania,CY 2012,"2,795",Iraq,253,Havertown,1,"66,292"
Pennsylvania,CY 2010,"2,520",Iraq,392,King Of Prussia,1,"71,362"
Pennsylvania,CY 2012,"2,795",Iraq,253,King Of Prussia,1,"66,292"
Pennsylvania,CY 2010,"2,520",Iraq,392,Langhorne,1,"71,362"
Pennsylvania,CY 2014,"2,847",Iraq,419,Levittown,1,"72,820"
Pennsylvania,CY 2014,"2,847",Iraq,419,Lititz,1,"72,820"
Pennsylvania,CY 2013,"2,507",Iraq,458,Malvern,1,"66,066"
Pennsylvania,CY 2012,"2,795",Iraq,253,New Brighton,1,"66,292"
Pennsylvania,CY 2010,"2,520",Iraq,392,Pottstown,1,"71,362"
Pennsylvania,CY 2015,"2,668",Iraq,202,Roslyn,1,"66,517"
Pennsylvania,CY 2012,"2,795",Iraq,253,Scranton,1,"66,292"
Pennsylvania,CY 2016,"3,617",Iraq,157,Sharpsburg,1,"96,874"
Pennsylvania,CY 2012,"2,795",Iraq,253,State College,1,"66,292"
Pennsylvania,CY 2014,"2,847",Iraq,419,State College,1,"72,820"
Pennsylvania,CY 2011,"2,922",Iraq,129,Wilkes-Barre,1,"51,458"
Pennsylvania,CY 2016,"3,617",Ivory Coast,11,Roslyn,1,"96,874"
Pennsylvania,CY 2016,"3,617",Jordan,1,Erie,1,"96,874"
Pennsylvania,CY 2014,"2,847",Kenya,3,Lancaster,1,"72,820"
Pennsylvania,CY 2010,"2,520",Liberia,36,Bristol,1,"71,362"
Pennsylvania,CY 2011,"2,922",Liberia,21,Collingdale,1,"51,458"
Pennsylvania,CY 2011,"2,922",Liberia,21,Croydon,1,"51,458"
Pennsylvania,CY 2010,"2,520",Liberia,36,Darby,1,"71,362"
Pennsylvania,CY 2015,"2,668",Liberia,1,Darby,1,"66,517"
Pennsylvania,CY 2012,"2,795",Liberia,14,Erie,1,"66,292"
Pennsylvania,CY 2011,"2,922",Liberia,21,Pittsburgh,1,"51,458"
Pennsylvania,CY 2013,"2,507",Liberia,12,Upper Darby,1,"66,066"
Pennsylvania,CY 2015,"2,668",Mali,1,Philadelphia,1,"66,517"
Pennsylvania,CY 2016,"3,617",Moldova,4,Feasterville-Trevose,1,"96,874"
Pennsylvania,CY 2012,"2,795",Moldova,8,Philadelphia,1,"66,292"
Pennsylvania,CY 2015,"2,668",Namibia,1,Pittsburgh,1,"66,517"
Pennsylvania,CY 2014,"2,847",Nepal,4,Erie,1,"72,820"
Pennsylvania,CY 2016,"3,617",Nepal,2,Erie,1,"96,874"
Pennsylvania,CY 2016,"3,617",Nepal,2,Lancaster,1,"96,874"
Pennsylvania,CY 2015,"2,668",Nepal,12,Philadelphia,1,"66,517"
Pennsylvania,CY 2011,"2,922",Nepal,1,Pittsburgh,1,"51,458"
Pennsylvania,CY 2011,"2,922",Netherlands,1,Allentown,1,"51,458"
Pennsylvania,CY 2013,"2,507",Palestine,1,Pittsburgh,1,"66,066"
Pennsylvania,CY 2016,"3,617",Russia,3,Boothwyn,1,"96,874"
Pennsylvania,CY 2011,"2,922",Rwanda,1,Philadelphia,1,"51,458"
Pennsylvania,CY 2016,"3,617",Rwanda,5,Philadelphia,1,"96,874"
Pennsylvania,CY 2012,"2,795",Senegal,1,Philadelphia,1,"66,292"
Pennsylvania,CY 2013,"2,507",Sierra Leone,1,Erie,1,"66,066"
Pennsylvania,CY 2010,"2,520",Sierra Leone,1,Philadelphia,1,"71,362"
Pennsylvania,CY 2010,"2,520",Somalia,37,Harrisburg,1,"71,362"
Pennsylvania,CY 2012,"2,795",Somalia,32,Mechanicsburg,1,"66,292"
Pennsylvania,CY 2013,"2,507",Somalia,131,Mechanicsburg,1,"66,066"
Pennsylvania,CY 2012,"2,795",Somalia,32,Roslyn,1,"66,292"
Pennsylvania,CY 2013,"2,507",Somalia,131,Roslyn,1,"66,066"
Pennsylvania,CY 2011,"2,922",Sri Lanka (Ceylon),1,West Chester,1,"51,458"
Pennsylvania,CY 2016,"3,617",Sudan,27,Castle Shannon,1,"96,874"
Pennsylvania,CY 2011,"2,922",Sudan,6,Philadelphia,1,"51,458"
Pennsylvania,CY 2016,"3,617",Sudan,27,Scranton,1,"96,874"
Pennsylvania,CY 2010,"2,520",Thailand,1,Philadelphia,1,"71,362"
Pennsylvania,CY 2016,"3,617",Thailand,1,Pittsburgh,1,"96,874"
Pennsylvania,CY 2016,"3,617",Ukraine,165,Ephrata,1,"96,874"
Pennsylvania,CY 2011,"2,922",Ukraine,29,Erie,1,"51,458"
Pennsylvania,CY 2015,"2,668",Ukraine,118,Hanover Township,1,"66,517"
Pennsylvania,CY 2010,"2,520",Uzbekistan,4,Erie,1,"71,362"
Pennsylvania,CY 2013,"2,507",Uzbekistan,2,Philadelphia,1,"66,066"
Pennsylvania,CY 2013,"2,507",Uzbekistan,2,Pittsburgh,1,"66,066"
Rhode Island,CY 2015,145,Cuba,1,Providence,1,"66,517"
Rhode Island,CY 2016,400,Cuba,1,Providence,1,"96,874"
Rhode Island,CY 2013,125,Dem. Rep. Congo,16,Cranston,1,"66,066"
Rhode Island,CY 2016,400,El Salvador,1,Cranston,1,"96,874"
Rhode Island,CY 2010,204,Ethiopia,1,Providence,1,"71,362"
Rhode Island,CY 2010,204,Gambia,1,Providence,1,"71,362"
Rhode Island,CY 2016,400,Guatemala,1,Central Falls,1,"96,874"
Rhode Island,CY 2016,400,Honduras,1,Central Falls,1,"96,874"
Rhode Island,CY 2012,152,Iraq,9,Central Falls,1,"66,292"
Rhode Island,CY 2016,400,Iraq,32,Cranston,1,"96,874"
Rhode Island,CY 2010,204,Iraq,25,Pawtucket,1,"71,362"
Rhode Island,CY 2010,204,Liberia,8,Cranston,1,"71,362"
Rhode Island,CY 2014,250,Liberia,1,Providence,1,"72,820"
Rhode Island,CY 2012,152,Nepal,1,Providence,1,"66,292"
Rhode Island,CY 2014,250,Nepal,1,Providence,1,"72,820"
Rhode Island,CY 2010,204,Russia,1,Providence,1,"71,362"
South Carolina,CY 2011,114,Afghanistan,1,Columbia,1,"51,458"
South Carolina,CY 2010,159,Bhutan,1,Columbia,1,"71,362"
South Carolina,CY 2013,134,Bhutan,1,Columbia,1,"66,066"
South Carolina,CY 2014,130,Burma,56,Greenville,1,"72,820"
South Carolina,CY 2016,399,Egypt,1,Greer,1,"96,874"
South Carolina,CY 2016,399,El Salvador,5,Belton,1,"96,874"
South Carolina,CY 2016,399,Honduras,3,Anderson,1,"96,874"
South Carolina,CY 2015,249,Iraq,30,Spartanburg,1,"66,517"
South Carolina,CY 2015,249,Pakistan,1,Columbia,1,"66,517"
South Carolina,CY 2010,159,Somalia,1,Columbia,1,"71,362"
South Carolina,CY 2013,134,Sudan,1,Columbia,1,"66,066"
South Dakota,CY 2010,582,Afghanistan,1,Sioux Falls,1,"71,362"
South Dakota,CY 2011,461,Afghanistan,1,Sioux Falls,1,"51,458"
South Dakota,CY 2012,704,Cambodia,1,Sioux Falls,1,"66,292"
South Dakota,CY 2016,460,El Salvador,1,Sioux Falls,1,"96,874"
South Dakota,CY 2013,483,Ethiopia,1,Sioux Falls,1,"66,066"
South Dakota,CY 2014,495,Nepal,1,Sioux Falls,1,"72,820"
Tennessee,CY 2011,"1,169",Afghanistan,4,Memphis,1,"51,458"
Tennessee,CY 2010,"1,564",Bangladesh,1,Nashville,1,"71,362"
Tennessee,CY 2016,"2,145",Bhutan,119,Memphis,1,"96,874"
Tennessee,CY 2012,"1,362",Burma,346,Charlotte,1,"66,292"
Tennessee,CY 2012,"1,362",Burma,346,Chattanooga,1,"66,292"
Tennessee,CY 2012,"1,362",Burma,346,Clarksville,1,"66,292"
Tennessee,CY 2013,"1,501",Burma,377,Hendersonville,1,"66,066"
Tennessee,CY 2014,"1,567",Burma,310,Memphis,1,"72,820"
Tennessee,CY 2015,"1,440",Burma,364,Murfreesboro,1,"66,517"
Tennessee,CY 2013,"1,501",Burma,377,Spring Hill,1,"66,066"
Tennessee,CY 2012,"1,362",Burundi,7,Knoxville,1,"66,292"
Tennessee,CY 2014,"1,567",Burundi,5,Knoxville,1,"72,820"
Tennessee,CY 2012,"1,362",Burundi,7,Nashville,1,"66,292"
Tennessee,CY 2010,"1,564",Chad,1,Chattanooga,1,"71,362"
Tennessee,CY 2010,"1,564",China,1,Memphis,1,"71,362"
Tennessee,CY 2016,"2,145",Colombia,6,Chattanooga,1,"96,874"
Tennessee,CY 2015,"1,440",Colombia,17,Nashville,1,"66,517"
Tennessee,CY 2013,"1,501",Cuba,74,Antioch,1,"66,066"
Tennessee,CY 2016,"2,145",Cuba,4,Chattanooga,1,"96,874"
Tennessee,CY 2010,"1,564",Cuba,78,Memphis,1,"71,362"
Tennessee,CY 2010,"1,564",Cuba,78,Pulaski,1,"71,362"
Tennessee,CY 2010,"1,564",Dem. Rep. Congo,34,Memphis,1,"71,362"
Tennessee,CY 2016,"2,145",El Salvador,7,Smyrna,1,"96,874"
Tennessee,CY 2010,"1,564",Eritrea,60,Cordova,1,"71,362"
Tennessee,CY 2012,"1,362",Eritrea,14,Knoxville,1,"66,292"
Tennessee,CY 2016,"2,145",Eritrea,20,Memphis,1,"96,874"
Tennessee,CY 2014,"1,567",Eritrea,8,Murfreesboro,1,"72,820"
Tennessee,CY 2013,"1,501",Eritrea,9,Nashville,1,"66,066"
Tennessee,CY 2015,"1,440",Eritrea,3,Nashville,1,"66,517"
Tennessee,CY 2010,"1,564",Ethiopia,5,Knoxville,1,"71,362"
Tennessee,CY 2014,"1,567",Ethiopia,5,Memphis,1,"72,820"
Tennessee,CY 2016,"2,145",Ethiopia,19,Memphis,1,"96,874"
Tennessee,CY 2015,"1,440",Ethiopia,6,Nashville,1,"66,517"
Tennessee,CY 2010,"1,564",Gambia,1,Memphis,1,"71,362"
Tennessee,CY 2014,"1,567",Gambia,1,Memphis,1,"72,820"
Tennessee,CY 2015,"1,440",Iran,12,Antioch,1,"66,517"
Tennessee,CY 2011,"1,169",Iran,36,Brentwood,1,"51,458"
Tennessee,CY 2012,"1,362",Iran,32,Brentwood,1,"66,292"
Tennessee,CY 2014,"1,567",Iran,10,Brentwood,1,"72,820"
Tennessee,CY 2014,"1,567",Iran,10,Franklin,1,"72,820"
Tennessee,CY 2011,"1,169",Iran,36,Germantown,1,"51,458"
Tennessee,CY 2010,"1,564",Iran,17,Knoxville,1,"71,362"
Tennessee,CY 2011,"1,169",Iran,36,Murfreesboro,1,"51,458"
Tennessee,CY 2016,"2,145",Iran,17,Murfreesboro,1,"96,874"
Tennessee,CY 2013,"1,501",Iraq,419,Bartlett,1,"66,066"
Tennessee,CY 2012,"1,362",Iraq,280,Clarksville,1,"66,292"
Tennessee,CY 2015,"1,440",Iraq,221,Clarksville,1,"66,517"
Tennessee,CY 2012,"1,362",Iraq,280,Cordova,1,"66,292"
Tennessee,CY 2016,"2,145",Iraq,326,Cordova,1,"96,874"
Tennessee,CY 2010,"1,564",Iraq,513,Hermitage,1,"71,362"
Tennessee,CY 2013,"1,501",Iraq,419,Jonesborough,1,"66,066"
Tennessee,CY 2012,"1,362",Iraq,280,Murfreesboro,1,"66,292"
Tennessee,CY 2010,"1,564",Iraq,513,Old Hickory,1,"71,362"
Tennessee,CY 2013,"1,501",Iraq,419,Portland,1,"66,066"
Tennessee,CY 2010,"1,564",Iraq,513,Smyrna,1,"71,362"
Tennessee,CY 2016,"2,145",Ivory Coast,1,Nashville,1,"96,874"
Tennessee,CY 2010,"1,564",Liberia,3,Antioch,1,"71,362"
Tennessee,CY 2011,"1,169",Nepal,1,Nashville,1,"51,458"
Tennessee,CY 2014,"1,567",Nepal,1,Nashville,1,"72,820"
Tennessee,CY 2016,"2,145",Nepal,1,Nashville,1,"96,874"
Tennessee,CY 2016,"2,145",Pakistan,8,Knoxville,1,"96,874"
Tennessee,CY 2010,"1,564",Pakistan,1,Nashville,1,"71,362"
Tennessee,CY 2013,"1,501",Pakistan,1,Nashville,1,"66,066"
Tennessee,CY 2010,"1,564",Palestine,13,Memphis,1,"71,362"
Tennessee,CY 2015,"1,440",Palestine,1,Nashville,1,"66,517"
Tennessee,CY 2012,"1,362",Russia,1,Nashville,1,"66,292"
Tennessee,CY 2014,"1,567",Rwanda,1,Nashville,1,"72,820"
Tennessee,CY 2011,"1,169",Sierra Leone,1,Chattanooga,1,"51,458"
Tennessee,CY 2016,"2,145",Somalia,265,Chattanooga,1,"96,874"
Tennessee,CY 2012,"1,362",Sudan,36,Memphis,1,"66,292"
Tennessee,CY 2013,"1,501",Syria,1,Memphis,1,"66,066"
Tennessee,CY 2014,"1,567",Syria,5,Nashville,1,"72,820"
Tennessee,CY 2016,"2,145",Syria,307,Spring Hill,1,"96,874"
Tennessee,CY 2016,"2,145",Uganda,1,Memphis,1,"96,874"
Tennessee,CY 2014,"1,567",Ukraine,1,Knoxville,1,"72,820"
Tennessee,CY 2012,"1,362",Vietnam,1,Knoxville,1,"66,292"
Tennessee,CY 2010,"1,564",Vietnam,1,Nashville,1,"71,362"
Texas,CY 2010,"7,710",Afghanistan,34,Austin,1,"71,362"
Texas,CY 2012,"6,679",Afghanistan,32,Austin,1,"66,292"
Texas,CY 2011,"5,294",Afghanistan,33,Fort Worth,1,"51,458"
Texas,CY 2015,"6,857",Afghanistan,64,Richmond,1,"66,517"
Texas,CY 2010,"7,710",Afghanistan,34,Sugar Land,1,"71,362"
Texas,CY 2015,"6,857",Belarus,1,Houston,1,"66,517"
Texas,CY 2015,"6,857",Bhutan,349,Cypress,1,"66,517"
Texas,CY 2014,"7,694",Bhutan,587,Forth Worth,1,"72,820"
Texas,CY 2015,"6,857",Bhutan,349,Watauga,1,"66,517"
Texas,CY 2012,"6,679",Burma,"2,381",Allen,1,"66,292"
Texas,CY 2013,"6,923",Burma,"1,913",Argyle,1,"66,066"
Texas,CY 2014,"7,694",Burma,"2,335",Arlington,1,"72,820"
Texas,CY 2014,"7,694",Burma,"2,335",Bedford,1,"72,820"
Texas,CY 2016,"8,932",Burma,"1,512",Bedford,1,"96,874"
Texas,CY 2014,"7,694",Burma,"2,335",Benbrook,1,"72,820"
Texas,CY 2015,"6,857",Burma,"2,715",Carrollton,1,"66,517"
Texas,CY 2011,"5,294",Burma,"2,239",Coppell,1,"51,458"
Texas,CY 2010,"7,710",Burma,"2,364",El Paso,1,"71,362"
Texas,CY 2011,"5,294",Burma,"2,239",El Paso,1,"51,458"
Texas,CY 2012,"6,679",Burma,"2,381",Euless,1,"66,292"
Texas,CY 2012,"6,679",Burma,"2,381",Floresville,1,"66,292"
Texas,CY 2013,"6,923",Burma,"1,913",Garland,1,"66,066"
Texas,CY 2014,"7,694",Burma,"2,335",Garland,1,"72,820"
Texas,CY 2013,"6,923",Burma,"1,913",Grapevine,1,"66,066"
Texas,CY 2013,"6,923",Burma,"1,913",Haltom City,1,"66,066"
Texas,CY 2012,"6,679",Burma,"2,381",Harker Heights,1,"66,292"
Texas,CY 2012,"6,679",Burma,"2,381",Irving,1,"66,292"
Texas,CY 2016,"8,932",Burma,"1,512",Kenedy,1,"96,874"
Texas,CY 2015,"6,857",Burma,"2,715",Laredo,1,"66,517"
Texas,CY 2015,"6,857",Burma,"2,715",Pflugerville,1,"66,517"
Texas,CY 2011,"5,294",Burma,"2,239",Plano,1,"51,458"
Texas,CY 2013,"6,923",Burma,"1,913",Plano,1,"66,066"
Texas,CY 2015,"6,857",Burma,"2,715",Port Lavaca,1,"66,517"
Texas,CY 2012,"6,679",Burma,"2,381",Richardson,1,"66,292"
Texas,CY 2014,"7,694",Burma,"2,335",Richardson,1,"72,820"
Texas,CY 2012,"6,679",Burma,"2,381",Waco,1,"66,292"
Texas,CY 2012,"6,679",Burma,"2,381",West Tawakoni,1,"66,292"
Texas,CY 2016,"8,932",Cameroon,1,Austin,1,"96,874"
Texas,CY 2015,"6,857",Cameroon,1,Fort Worth,1,"66,517"
Texas,CY 2013,"6,923",Central African Republic,16,Austin,1,"66,066"
Texas,CY 2014,"7,694",Central African Republic,8,Fort Worth,1,"72,820"
Texas,CY 2011,"5,294",Central African Republic,10,San Antonio,1,"51,458"
Texas,CY 2012,"6,679",Chad,2,Austin,1,"66,292"
Texas,CY 2012,"6,679",Chad,2,Dallas,1,"66,292"
Texas,CY 2014,"7,694",Chad,1,Houston,1,"72,820"
Texas,CY 2015,"6,857",Chad,1,San Antonio,1,"66,517"
Texas,CY 2010,"7,710",China,8,Dallas,1,"71,362"
Texas,CY 2010,"7,710",China,8,Fort Worth,1,"71,362"
